展示最近9条实时数据。	select * from t_rt_data order by t_rt_data.Id desc limit 9 ;
按单位将最近23天内的根原因推断结果最优根原因位点分类输出。	select t_inference_data.Inference_root_cause_id from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where date ( t_inference_data.Inference_time ) > adddate ( curdate ( ) , - 23 ) order by t_rt_info.Tag_unit ;
按单位将最近18天内的根原因推断结果最优根原因位点分类输出。	select t_inference_data.Inference_root_cause_id from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where date ( t_inference_data.Inference_time ) > adddate ( curdate ( ) , - 18 ) order by t_rt_info.Tag_unit ;
将诊断结果表中19天内出现的最优根原因按照单位的不同分别输出。	select t_inference_data.Inference_root_cause_id from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where date ( t_inference_data.Inference_time ) > adddate ( curdate ( ) , - 19 ) order by t_rt_info.Tag_unit ;
将诊断结果表中5天内出现的最优根原因按照单位的不同分别输出。	select t_inference_data.Inference_root_cause_id from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where date ( t_inference_data.Inference_time ) > adddate ( curdate ( ) , - 5 ) order by t_rt_info.Tag_unit ;
统计最近5条报警诊断当中，根原因是关键变量的记录数量。	select count ( * ) from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 order by t_inference_data.Id desc limit 5 ;
统计最近100条报警诊断当中，根原因是关键变量的记录数量。	select count ( * ) from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 order by t_inference_data.Id desc limit 100 ;
在最近的8条根原因推断结果中，有多少条结果的根原因是关键报警？	select count ( * ) from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 order by t_inference_data.Id desc limit 8 ;
在最近的9条根原因推断结果中，有多少条结果的根原因是关键报警？	select count ( * ) from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 order by t_inference_data.Id desc limit 9 ;
统计关键变量在最近24小时内作为根原因出现在在线诊断根原因中的次数。	select count ( * ) from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > addtime ( now ( ) , ' - 24 : 0 ' ) and t_rt_info.Key_tag = 1 ;
统计关键变量在最近7小时内作为根原因出现在在线诊断根原因中的次数。	select count ( * ) from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > addtime ( now ( ) , ' - 7 : 0 ' ) and t_rt_info.Key_tag = 1 ;
根原因诊断表中根原因是关键变量的记录在近30小时内有多少次？	select count ( * ) from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > addtime ( now ( ) , ' - 30 : 0 ' ) and t_rt_info.Key_tag = 1 ;
根原因诊断表中根原因是关键变量的记录在近7小时内有多少次？	select count ( * ) from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > addtime ( now ( ) , ' - 7 : 0 ' ) and t_rt_info.Key_tag = 1 ;
最近3天内哪些关键报警作为诊断出的根原因出现了4次以上？	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > adddate ( curdate ( ) , - 3 ) and t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code having count ( * ) > 4 ;
最近18天内哪些关键报警作为诊断出的根原因出现了13次以上？	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > adddate ( curdate ( ) , - 18 ) and t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code having count ( * ) > 13 ;
最近4天内哪些关键报警作为诊断出的根原因出现了17次以上？	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > adddate ( curdate ( ) , - 4 ) and t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code having count ( * ) > 17 ;
最近22天内哪些关键报警作为诊断出的根原因出现了15次以上？	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > adddate ( curdate ( ) , - 22 ) and t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code having count ( * ) > 15 ;
统计最近24天中那些在诊断表的根原因一栏中出现过大于6次的关键报警。	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > adddate ( curdate ( ) , - 24 ) and t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code having count ( * ) > 6 ;
统计最近2天中那些在诊断表的根原因一栏中出现过大于7次的关键报警。	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > adddate ( curdate ( ) , - 2 ) and t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code having count ( * ) > 7 ;
统计最近8天中那些在诊断表的根原因一栏中出现过大于8次的关键报警。	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > adddate ( curdate ( ) , - 8 ) and t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code having count ( * ) > 8 ;
统计最近4天中那些在诊断表的根原因一栏中出现过大于20次的关键报警。	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > adddate ( curdate ( ) , - 4 ) and t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code having count ( * ) > 20 ;
告诉我哪些关键报警在推理结果的根原因一栏中出现过。	select distinct t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 ;
哪些关键变量曾经出现于推理结果表中的根源因栏中？	select distinct t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 ;
告诉我非关键报警在推理结果的根原因一栏中出现了多少次。	select count ( * ) from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 0 ;
统计非关键变量作为根原因出现在推理结果表中的次数。	select count ( * ) from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 0 ;
告诉我关键报警和非关键报警分别在推理结果的根原因一栏中出现了多少次。	select count ( * ) from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code group by t_rt_info.Key_tag ;
请按照是否为关键变量分别输出它们在推理表中作为根原因出现的次数。	select count ( * ) from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code group by t_rt_info.Key_tag ;
对于推理分数高于16的推断记录，按根原因是否为关键位号返回给我相应的数据。	select * from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_score > 16 group by t_rt_info.Key_tag ;
对于推理分数高于3的推断记录，按根原因是否为关键位号返回给我相应的数据。	select * from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_score > 3 group by t_rt_info.Key_tag ;
按照诊断根原因是否是关键变量返回所有最优路径分数超过7的诊断结果。	select * from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_score > 7 group by t_rt_info.Key_tag ;
按照诊断根原因是否是关键变量返回所有最优路径分数超过4的诊断结果。	select * from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_score > 4 group by t_rt_info.Key_tag ;
哪些关键报警作为根原因诊断出来时，所有的状态都是上升？	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code having sum ( t_inference_data.Inference_root_cause_status != 1 ) = 0 ;
在模型诊断表中，哪些关键变量是根原因时的记录变量状态都是上升？	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code having sum ( t_inference_data.Inference_root_cause_status != 1 ) = 0 ;
哪些在推理表中出现过的关键报警作为根原因最后一次被诊断出来已经过去至少18天了？	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code having sum ( t_inference_data.Inference_time > adddate ( curdate ( ) , - 18 )  ) = 0 ;
哪些在推理表中出现过的关键报警作为根原因最后一次被诊断出来已经过去至少19天了？	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code having sum ( t_inference_data.Inference_time > adddate ( curdate ( ) , - 19 )  ) = 0 ;
统计所有在推理表的根原因一栏中最后一次出现时间距离现在大于17天的关键变量。	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code having sum ( t_inference_data.Inference_time > adddate ( curdate ( ) , - 17 )  ) = 0 ;
统计所有在推理表的根原因一栏中最后一次出现时间距离现在大于21天的关键变量。	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code having sum ( t_inference_data.Inference_time > adddate ( curdate ( ) , - 21 )  ) = 0 ;
调出每个关键位号在推理表中作为根原因出现到今天的时间差的最小值。	select min ( timediff ( curdate ( ) , date ( t_inference_data.Inference_time )  )  ) from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code ;
请计算所有推理表中作为诊断出的根原因出现过的关键位点最后一次出现到今天的时间间隔。	select min ( timediff ( curdate ( ) , date ( t_inference_data.Inference_time )  )  ) from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code ;
从今天11点起计算，哪个关键位号在推理表的最优根原因一栏中出现过最多次？	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > addtime ( curdate ( ) , ' 11 : 0 ' ) and t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code order by count ( * ) desc limit 1 ;
从今天5点起计算，哪个关键位号在推理表的最优根原因一栏中出现过最多次？	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > addtime ( curdate ( ) , ' 5 : 0 ' ) and t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code order by count ( * ) desc limit 1 ;
统计今天11点起出现在在线诊断表的根原因一栏中次数最多的关键变量。	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > addtime ( curdate ( ) , ' 11 : 0 ' ) and t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code order by count ( * ) desc limit 1 ;
统计今天8点起出现在在线诊断表的根原因一栏中次数最多的关键变量。	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > addtime ( curdate ( ) , ' 8 : 0 ' ) and t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code order by count ( * ) desc limit 1 ;
调出今天每个推理根原因状态为下降的根原因变量的低报警值和低低报警值。	select t_rt_info.Lower_limit , t_rt_info.LLower_limit from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where date ( t_inference_data.Inference_time ) = curdate ( ) and t_inference_data.Inference_root_cause_status = 1 ;
今天出现过的变量状态为下降的根原因，它们的低报和低低报限分别是多少？	select t_rt_info.Lower_limit , t_rt_info.LLower_limit from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where date ( t_inference_data.Inference_time ) = curdate ( ) and t_inference_data.Inference_root_cause_status = 1 ;
今天所有推理结果根原因状态是下降的根原因位点中，哪些没有低低报警值？	select distinct t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where date ( t_inference_data.Inference_time ) = curdate ( ) and t_inference_data.Inference_root_cause_status = 1 and t_rt_info.LLower_limit is null ;
筛选那些低低报警限为空，并且今天还作为下降状态的根原因出现在推理结果表中的变量。	select distinct t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where date ( t_inference_data.Inference_time ) = curdate ( ) and t_inference_data.Inference_root_cause_status = 1 and t_rt_info.LLower_limit is null ;
最近一个推理结果根原因是报警变量的根原因和状态是什么？	select t_inference_data.Inference_root_cause_id , t_inference_data.Inference_root_cause_status from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 order by t_inference_data.Id desc limit 1 ;
请告诉我最近一次报警变量作为根原因出现时，根原因和它响应的变化趋势是什么。	select t_inference_data.Inference_root_cause_id , t_inference_data.Inference_root_cause_status from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 order by t_inference_data.Id desc limit 1 ;
告诉我所有根原因的单位是流量的推理分数。	select t_inference_data.Inference_score from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Tag_unit = 'flow' ;
告诉我所有根原因的单位是阀位的推理分数。	select t_inference_data.Inference_score from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Tag_unit = 'valve' ;
推理表中以流量作为单位的根原因的推理结果的分数都是多少？	select t_inference_data.Inference_score from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Tag_unit = 'flow' ;
推理表中以浓度作为单位的根原因的推理结果的分数都是多少？	select t_inference_data.Inference_score from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Tag_unit = 'concentration' ;
哪个单位是流量的位号在最近22天内作为在线推理的根原因出现过？	select distinct t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where date ( t_inference_data.Inference_time ) > adddate ( curdate ( ) , - 22 ) and t_rt_info.Tag_unit = 'flow' ;
哪个单位是阀位的位号在最近27天内作为在线推理的根原因出现过？	select distinct t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where date ( t_inference_data.Inference_time ) > adddate ( curdate ( ) , - 27 ) and t_rt_info.Tag_unit = 'valve' ;
哪个单位是流量的位号在最近5天内作为在线推理的根原因出现过？	select distinct t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where date ( t_inference_data.Inference_time ) > adddate ( curdate ( ) , - 5 ) and t_rt_info.Tag_unit = 'flow' ;
哪个单位是浓度的位号在最近15天内作为在线推理的根原因出现过？	select distinct t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where date ( t_inference_data.Inference_time ) > adddate ( curdate ( ) , - 15 ) and t_rt_info.Tag_unit = 'concentration' ;
最近3天里，推理出的根原因哪些是以转速为单位的？	select distinct t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where date ( t_inference_data.Inference_time ) > adddate ( curdate ( ) , - 3 ) and t_rt_info.Tag_unit = 'spee' ;
最近9天里，推理出的根原因哪些是以密度为单位的？	select distinct t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where date ( t_inference_data.Inference_time ) > adddate ( curdate ( ) , - 9 ) and t_rt_info.Tag_unit = 'density' ;
最近13天里，推理出的根原因哪些是以压力为单位的？	select distinct t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where date ( t_inference_data.Inference_time ) > adddate ( curdate ( ) , - 13 ) and t_rt_info.Tag_unit = 'pressure' ;
最近24天里，推理出的根原因哪些是以密度为单位的？	select distinct t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where date ( t_inference_data.Inference_time ) > adddate ( curdate ( ) , - 24 ) and t_rt_info.Tag_unit = 'density' ;
告诉我根原因是装置重整装置2当中的变量的根原因诊断结果，按它们的单位分类输出。	select * from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Unit_code = '2B2LXCZ' order by t_rt_info.Tag_unit ;
告诉我根原因是装置连续重整装置2当中的变量的根原因诊断结果，按它们的单位分类输出。	select * from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Unit_code = '2B2LXCZ' order by t_rt_info.Tag_unit ;
按照变量的单位分别告诉我根原因属于催化裂化装置1的诊断结果。	select * from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Unit_code = '3B1CHLH' order by t_rt_info.Tag_unit ;
按照变量的单位分别告诉我根原因属于一号催化裂化装置的诊断结果。	select * from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Unit_code = '3B1CHLH' order by t_rt_info.Tag_unit ;
筛选所有在推理表中作为根原因出现过，但缺失低限报警或高限报警的位号。	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Lower_limit is null or t_rt_info.Upper_limit is null ;
有哪些曾经在模型推理表中的根原因中出现，却没有低报或者高报阈值的变量？	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Lower_limit is null or t_rt_info.Upper_limit is null ;
告诉我最近21天内得分最高的6次推理，它们的最优根原因都代表什么意思。	select t_rt_info.Tag_desc from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > adddate ( curdate ( ) , - 21 ) order by t_inference_data.Inference_score desc limit 6 ;
告诉我最近24天内得分最高的200次推理，它们的最优根原因都代表什么意思。	select t_rt_info.Tag_desc from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > adddate ( curdate ( ) , - 24 ) order by t_inference_data.Inference_score desc limit 200 ;
告诉我最近5天内得分最高的2次推理，它们的最优根原因都代表什么意思。	select t_rt_info.Tag_desc from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > adddate ( curdate ( ) , - 5 ) order by t_inference_data.Inference_score desc limit 2 ;
告诉我最近17天内得分最高的6次推理，它们的最优根原因都代表什么意思。	select t_rt_info.Tag_desc from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > adddate ( curdate ( ) , - 17 ) order by t_inference_data.Inference_score desc limit 6 ;
过去11天里推理得到的200次最优分数最高的记录的最优根原因的描述是什么？	select t_rt_info.Tag_desc from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > adddate ( curdate ( ) , - 11 ) order by t_inference_data.Inference_score desc limit 200 ;
过去24天里推理得到的2次最优分数最高的记录的最优根原因的描述是什么？	select t_rt_info.Tag_desc from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > adddate ( curdate ( ) , - 24 ) order by t_inference_data.Inference_score desc limit 2 ;
过去12天里推理得到的4次最优分数最高的记录的最优根原因的描述是什么？	select t_rt_info.Tag_desc from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > adddate ( curdate ( ) , - 12 ) order by t_inference_data.Inference_score desc limit 4 ;
过去7天里推理得到的5次最优分数最高的记录的最优根原因的描述是什么？	select t_rt_info.Tag_desc from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > adddate ( curdate ( ) , - 7 ) order by t_inference_data.Inference_score desc limit 5 ;
最后一次完成对R204出口温度的推理是在几点？	select t_inference_data.Inference_time from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code = '2B2LXCZ_0211TI_20204' order by t_inference_data.Id desc limit 1 ;
最后一次完成对石脑油出温度的推理是在几点？	select t_inference_data.Inference_time from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code = '2B2LXCZ_0211TI_21711' order by t_inference_data.Id desc limit 1 ;
查询最后一次针对T304上部灵敏板温度指示的根原因诊断的完成时间。	select t_inference_data.Inference_time from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code = '3B2CHLH_0202B_TI302_1.PV' order by t_inference_data.Id desc limit 1 ;
查询最后一次针对再生器R202顶部一旋入口的根原因诊断的完成时间。	select t_inference_data.Inference_time from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code = '3B1CHLH_TI222A.PV' order by t_inference_data.Id desc limit 1 ;
最近5条在线推理中，展示是针对F204炉出口温度的报警的记录。	select * from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code = '2B2LXCZ_0211TIC_20107' and t_inference_data.Id > ( select max ( t_inference_data.Id ) from t_inference_data ) - 5 ;
最近3条在线推理中，展示是针对塔202顶压力限压调节(南）的报警的记录。	select * from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code = '3B1CHLH_PIC220A.PV' and t_inference_data.Id > ( select max ( t_inference_data.Id ) from t_inference_data ) - 3 ;
最近100条在线推理中，展示是针对汽提段藏量的报警的记录。	select * from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code = '3B2CHLH_0202B_WCA101.PV' and t_inference_data.Id > ( select max ( t_inference_data.Id ) from t_inference_data ) - 100 ;
最近3条在线推理中，展示是针对烟机入口再生压力的报警的记录。	select * from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code = '3B1CHLH_PI5101.PV' and t_inference_data.Id > ( select max ( t_inference_data.Id ) from t_inference_data ) - 3 ;
最近发生的100次根原因诊断中哪些是关于反应油气至分馏塔温度的？	select * from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code = '3B1CHLH_TI371.PV' and t_inference_data.Id > ( select max ( t_inference_data.Id ) from t_inference_data ) - 100 ;
最近发生的4次根原因诊断中哪些是关于再生器压力控制的？	select * from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code = '3B1CHLH_PIC5101.PV' and t_inference_data.Id > ( select max ( t_inference_data.Id ) from t_inference_data ) - 4 ;
最近发生的3次根原因诊断中哪些是关于再生上部注氧流量的？	select * from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code = '2B2LXCZ_0211FIC_30601' and t_inference_data.Id > ( select max ( t_inference_data.Id ) from t_inference_data ) - 3 ;
最近发生的9次根原因诊断中哪些是关于两器压差的？	select * from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code = '3B1CHLH_PDT211A.PV' and t_inference_data.Id > ( select max ( t_inference_data.Id ) from t_inference_data ) - 9 ;
查询最近7条根原因分析中，不是关于吸收塔二中回流流量的报警的记录。	select * from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code != '3B1CHLH_FI410.PV' and t_inference_data.Id > ( select max ( t_inference_data.Id ) from t_inference_data ) - 7 ;
查询最近200条根原因分析中，不是关于R201出口温度的报警的记录。	select * from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code != '2B2LXCZ_0211TI_20201' and t_inference_data.Id > ( select max ( t_inference_data.Id ) from t_inference_data ) - 200 ;
查询最近100条根原因分析中，不是关于V303与R301压差的报警的记录。	select * from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code != '2B2LXCZ_0211PDI_30802A' and t_inference_data.Id > ( select max ( t_inference_data.Id ) from t_inference_data ) - 100 ;
查询最近9条根原因分析中，不是关于T102塔底温度的报警的记录。	select * from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code != '2B2LXCZ_0211TI_11104' and t_inference_data.Id > ( select max ( t_inference_data.Id ) from t_inference_data ) - 9 ;
根原因诊断表的最新200条数据里，哪些不是分馏塔底油浆出口温度的报警？	select * from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code != '3B1CHLH_TI336.PV' and t_inference_data.Id > ( select max ( t_inference_data.Id ) from t_inference_data ) - 200 ;
根原因诊断表的最新1条数据里，哪些不是再生器R202顶部一旋入口的报警？	select * from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code != '3B1CHLH_TI222A.PV' and t_inference_data.Id > ( select max ( t_inference_data.Id ) from t_inference_data ) - 1 ;
根原因诊断表的最新100条数据里，哪些不是T202塔底温度的报警？	select * from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code != '2B2LXCZ_0211TI_21708' and t_inference_data.Id > ( select max ( t_inference_data.Id ) from t_inference_data ) - 100 ;
根原因诊断表的最新3条数据里，哪些不是烟机入口再生压力的报警？	select * from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code != '3B1CHLH_PI5101.PV' and t_inference_data.Id > ( select max ( t_inference_data.Id ) from t_inference_data ) - 3 ;
