请告诉我最近49分钟的所有实时数据。	select * from t_rt_data where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 49 ' ) ;
T201二十一塔板液相温度指示的所有根原因都是什么意思？	select t_rt_info.Tag_desc from t_model_data inner join t_rt_info on t_model_data.Inference_root_cause_id = t_rt_info.Tag_code where t_model_data.Tag_code = '3B2CHLH_0202B_TI211.PV' ;
石脑油出温度的根原因里，是关键变量的那些位号是什么意思？	select t_rt_info.Tag_desc from t_model_data inner join t_rt_info on t_model_data.Inference_root_cause_id = t_rt_info.Tag_code where t_model_data.Tag_code = '2B2LXCZ_0211TI_21711' and t_rt_info.Key_tag = 1 ;
描述一下F201炉出口温度的所有模型的根原因中，有高报阈值的变量的含义。	select t_rt_info.Tag_desc from t_model_data inner join t_rt_info on t_model_data.Inference_root_cause_id = t_rt_info.Tag_code where t_model_data.Tag_code = '2B2LXCZ_0211TIC_20103' and t_rt_info.Upper_limit is not null ;
位号V315与R202压差在模型表中的所有根原因，哪些在过去7天内没有发生过报警？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time > adddate ( curdate ( ) , - 7 ) and t_rt_data.Alarm_status != 0 and t_rt_data.Tag_code in ( select distinct t_model_data.Inference_root_cause_id from t_model_data where t_model_data.Tag_code = '2B2LXCZ_0211PDIC_30201' ) ;
查看最近采集到的6条数据是否有相应的推理模型。	select count ( * ) != 0 from t_model_data where t_model_data.Tag_code in ( select * from ( select t_rt_data.Tag_code from t_rt_data order by t_rt_data.Id desc limit 6 ) as t_rt_data ) ;
分别返回最后3条实时数据的位号在模型表中所拥有的模型数量。	select count ( * ) from t_model_data where t_model_data.Tag_code in ( select * from ( select t_rt_data.Tag_code from t_rt_data order by t_rt_data.Id desc limit 3 ) as t_rt_data ) ;
告诉我再生器压力所有可能根原因的最近22分钟的实时数据。	select * from t_rt_data where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 22 ' ) and t_rt_data.Tag_code in ( select distinct t_model_data.Inference_root_cause_id from t_model_data where t_model_data.Tag_code = '3B2CHLH_0202B_PCA101A.PV' ) ;
查询所有根原因可能是容304液位控制选择开关的变量的各自在37分钟内的实时数据。	select * from t_rt_data where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 37 ' ) and t_rt_data.Tag_code in ( select distinct t_model_data.Tag_code from t_model_data where t_model_data.Inference_root_cause_id = '3B1CHLH_LI2811.PV' ) ;
查看根原因可能是预提升蒸汽流量的所有变量在过去12分钟内各自的均值。	select avg ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 12 ' ) and t_rt_data.Tag_code in ( select distinct t_model_data.Tag_code from t_model_data where t_model_data.Inference_root_cause_id = '3B2CHLH_0202B_FC114_1.PV' ) group by t_rt_data.Tag_code ;
过去4小时内出现过值为0的位号的可能根原因有哪些？	select distinct t_model_data.Inference_root_cause_id from t_model_data where t_model_data.Tag_code in ( select distinct t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time > addtime ( now ( ) , ' - 4 : 0 ' ) and t_rt_data.Result_value = 0 ) ;
对于过去35分钟里值为空的位号，它们分别有多少个因果模型？	select count ( * ) from t_model_data where t_model_data.Tag_code in ( select distinct t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 35 ' ) and t_rt_data.Result_value is null ) group by t_model_data.Tag_code ;
根原因中包含两器差压的所有位号中，有哪些在过去18小时内发生过报警？	select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time > addtime ( now ( ) , ' - 18 : 0 ' ) and t_rt_data.Alarm_status != 0 and t_rt_data.Tag_code in ( select distinct t_model_data.Tag_code from t_model_data where t_model_data.Inference_root_cause_id = '3B2CHLH_0202B_PDT111.PV' ) ;
所有在48小时内发生过3次以上报警的变量，它们的因果推断模型分别有多少个？	select count ( * ) from t_model_data where t_model_data.Tag_code in ( select t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time > addtime ( now ( ) , ' - 48 : 0 ' ) and t_rt_data.Alarm_status != 0 group by t_rt_data.Tag_code having count ( * ) > 3 ) group by t_model_data.Tag_code ;
对于最新报警的200条记录，查看它们的位号的模型个数。	select count ( * ) from t_model_data where t_model_data.Tag_code in ( select * from ( select t_rt_data.Tag_code from t_rt_data where t_rt_data.Alarm_status != 0 order by t_rt_data.Id desc limit 200 ) as t_rt_data ) ;
对最近48小时内发生过报警的位号，查询它们的推理路径和根原因。	select t_model_data.Inference_path , t_model_data.Inference_root_cause_id from t_model_data where t_model_data.Tag_code in ( select distinct t_rt_data.Tag_code from t_rt_data where t_rt_data.Result_time > addtime ( now ( ) , ' - 48 : 0 ' ) and t_rt_data.Alarm_status != 0 ) ;
查看模型表中所有不同的根原因在过去29分钟内各自的最大值。	select max ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 29 ' ) and t_rt_data.Tag_code in ( select distinct t_model_data.Inference_root_cause_id from t_model_data ) group by t_rt_data.Tag_code ;
F202瓦斯流量的所有的潜在的根原因在上24个小时内的各自的平均值是多少？	select avg ( t_rt_data.Result_value ) from t_rt_data where t_rt_data.Result_time > addtime ( now ( ) , ' - 24 : 0 ' ) and t_rt_data.Tag_code in ( select distinct t_model_data.Inference_root_cause_id from t_model_data where t_model_data.Tag_code = '2B2LXCZ_0211FIC_21901' ) group by t_rt_data.Tag_code ;
查看实时数据表里最近1条数据的位号分别有几条推理路径。	select count ( * ) from t_model_data where t_model_data.Tag_code in ( select * from ( select t_rt_data.Tag_code from t_rt_data order by t_rt_data.Id desc limit 1 ) as t_rt_data ) ;
在线推理表中现在总共有多少条数据？	select count ( * ) from t_inference_data ;
向我展示最近8条根原因推断的记录。	select * from t_inference_data order by t_inference_data.Id desc limit 8 ;
从昨天上午2点到现在，总共完成了多少次推理？	select count ( * ) from t_inference_data where t_inference_data.Inference_time > addtime ( adddate ( curdate ( ) , - 1 ) , ' 2 : 0 ' ) ;
今天4点到7点之间有多少条因果推理的结果？	select count ( * ) from t_inference_data where t_inference_data.Inference_time between addtime ( curdate ( ) , ' 4 : 0 ' ) and addtime ( curdate ( ) , ' 7 : 0 ' ) ;
统计前108小时内因果推断的完成的结果数。	select count ( * ) from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 108 : 0 ' ) ;
过去50分钟内有多少条新增的推理？	select count ( * ) from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 0 : 50 ' ) ;
从昨天下午3点到现在有多少次根原因的判断？	select count ( * ) from t_inference_data where t_inference_data.Inference_time > addtime ( adddate ( curdate ( ) , - 1 ) , ' 3 : 0 ' ) ;
最近1条根原因的判断是什么时候发生的？	select t_inference_data.Inference_time from t_inference_data order by t_inference_data.Id desc limit 1 ;
数据表中最新的6条根原因推断分别发生在什么时间？	select t_inference_data.Inference_time from t_inference_data order by t_inference_data.Id desc limit 6 ;
有没有推理时间完全相同的两次根原因推断？	select * from t_inference_data group by t_inference_data.Inference_time having count ( * ) > 1 ;
展示发生在昨天早上4点到5点之间的根原因推断记录。	select count ( * ) from t_inference_data where t_inference_data.Inference_time between addtime ( adddate ( curdate ( ) , - 1 ) , ' 4 : 0 ' ) and addtime ( adddate ( curdate ( ) , - 1 ) , ' 5 : 0 ' ) ;
我想知道最近25分钟内所有在线推理结果的最优路径。	select t_inference_data.Inference_path from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 0 : 25 ' ) ;
按推理得到的最优路径分数从高到低的顺序给最近9条推理结果排序。	select * from t_inference_data where t_inference_data.Id > ( select max ( t_inference_data.Id ) from t_inference_data ) - 9 order by t_inference_data.Inference_score desc ;
返回最近108小时内推理表中分数最高的记录。	select * from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 108 : 0 ' ) order by t_inference_data.Inference_score desc limit 1 ;
统计今天推理得到的最优路径分数不到20的记录个数。	select * from t_inference_data where date ( t_inference_data.Inference_time ) = curdate ( ) and t_inference_data.Inference_score < 20 ;
计算昨天全天推理机给出的最优路径分数的均值。	select avg ( t_inference_data.Inference_score ) from t_inference_data where date ( t_inference_data.Inference_time ) = adddate ( curdate ( ) , - 1 ) ;
展示所有昨天全天推理机给出的最优路径分数。	select t_inference_data.Inference_score from t_inference_data where date ( t_inference_data.Inference_time ) = adddate ( curdate ( ) , - 1 ) ;
统计12小时内，来自于数据报警推断的最优路径分数的最大值和最小值。	select max ( t_inference_data.Inference_score ) , min ( t_inference_data.Inference_score ) from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 12 : 0 ' ) ;
告诉我最近2条根原因推断数据的最优路径。	select t_inference_data.Inference_path from t_inference_data order by t_inference_data.Id desc limit 2 ;
推理表中最近20天内有多少条不同的最优路径，总共又有多少条路径？	select count ( distinct t_inference_data.Inference_path ) , count ( t_inference_data.Inference_path ) from t_inference_data where t_inference_data.Inference_time > adddate ( curdate ( ) , - 20 ) ;
展示最近2条数据推断结果的根原因。	select t_inference_data.Inference_root_cause_id from t_inference_data order by t_inference_data.Id desc limit 2 ;
最近的一次根原因推断的最优根原因位点是哪个？	select t_inference_data.Inference_root_cause_id from t_inference_data order by t_inference_data.Id desc limit 1 ;
在线推理表当中总共出现过多少个不同的最佳根原因？	select distinct t_inference_data.Inference_root_cause_id from t_inference_data ;
调取所有推理结果根原因是T101液位的路径分数。	select t_inference_data.Inference_score from t_inference_data where t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211LIC_10901' ;
查询今天路径分数最高的根原因诊断记录。	select * from t_inference_data where date ( t_inference_data.Inference_time ) = curdate ( ) order by t_inference_data.Inference_score desc limit 1 ;
统计V304二次风流量这个位号作为诊断出的根原因在过去12小时内分别对应哪条推理路径。	select t_inference_data.Inference_path from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 12 : 0 ' ) and t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211FIC_30802' ;
计算根原因是位号E201进料端压差的推断结果的路径分数的平均值。	select avg ( t_inference_data.Inference_score ) from t_inference_data where t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211PDI_20303' ;
过去18小时内，诊断出根原因是T201顶温度的推理最早发生在几点？	select t_inference_data.Inference_time from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 18 : 0 ' ) and t_inference_data.Inference_root_cause_id = '3B2CHLH_0202B_TC201.PV' order by t_inference_data.Id asc limit 1 ;
过去60小时内，诊断出根原因是E101D壳程入口温度的推理的最晚时间是什么时候？	select t_inference_data.Inference_time from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 60 : 0 ' ) and t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211TI_10405' order by t_inference_data.Id desc limit 1 ;
将过去7小时内根原因是再生上部注氧流量的推理结果按最优路径分数降序排列。	select * from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 7 : 0 ' ) and t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211FIC_30601' order by t_inference_data.Inference_score desc ;
总共在线推理表里有多少条根原因位点是V322提升管压差的不同最优路径？	select count ( distinct t_inference_data.Inference_path ) from t_inference_data where t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211PDI_30501' ;
上一次V206至T202流量作为最优根原因是什么时候？	select t_inference_data.Inference_time from t_inference_data where t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211FIC_21601' order by t_inference_data.Id desc limit 1 ;
除了今天以外，H301入口流量作为最优根原因最后一次出现是什么时候？	select t_inference_data.Inference_time from t_inference_data where t_inference_data.Inference_time < curdate ( ) and t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211FI_30604' order by t_inference_data.Id desc limit 1 ;
查询F103炉出口总温度作为根原因的最近200条记录的推断时间。	select t_inference_data.Inference_time from t_inference_data where t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211TIC_11107' order by t_inference_data.Id desc limit 200 ;
统计在线推理表中，从19天前至今所有不同的根原因位点出现的次数。	select count ( * ) from t_inference_data where t_inference_data.Inference_time > adddate ( curdate ( ) , - 19 ) group by t_inference_data.Inference_root_cause_id ;
在线推理表中，最近28天里总共有多少条不同的推理结果最优路径？	select count ( distinct t_inference_data.Inference_path ) from t_inference_data where t_inference_data.Inference_time > adddate ( curdate ( ) , - 28 ) ;
按最近6小时内出现次数从多到少的顺序展示100条在线推理的最优路径。	select t_inference_data.Inference_path from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 6 : 0 ' ) group by t_inference_data.Inference_path order by count ( * ) desc limit 100 ;
将最近6小时内的所有推理结果按分数排序。	select * from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 6 : 0 ' ) order by t_inference_data.Inference_score ;
T101液位作为根原因出现时，有多少次是因为它的状态上升了？	select count ( * ) from t_inference_data where t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211LIC_10901' group by t_inference_data.Inference_root_cause_status having t_inference_data.Inference_root_cause_status = 2 ;
分离料斗液位指示作为根原因出现时，有多少次是因为它的值下降了？	select count ( * ) from t_inference_data where t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211LI_30502' group by t_inference_data.Inference_root_cause_status having t_inference_data.Inference_root_cause_status = 1 ;
告诉我与上一条推理结果的根原因和根原因状态完全相同的推理结果在表中总共有多少。	select count ( * ) from t_inference_data where t_inference_data.Inference_root_cause_id = ( select t_inference_data.Inference_root_cause_id from t_inference_data order by t_inference_data.Id desc limit 1 ) and t_inference_data.Inference_root_cause_status = ( select t_inference_data.Inference_root_cause_status from t_inference_data order by t_inference_data.Id desc limit 1 ) 
最近72小时中，推理表中有多少条是因为根原因变量上升导致的？	select count ( * ) from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 72 : 0 ' ) and t_inference_data.Inference_root_cause_status = 2 ;
统计在线推理表中每个出现过的根原因各自上升的次数。	select count ( * ) from t_inference_data where t_inference_data.Inference_root_cause_status = 2 group by t_inference_data.Inference_root_cause_id ;
查询最近两次推理的间隔时间。	select ( select t_inference_data.Inference_time from t_inference_data order by t_inference_data.Id desc limit 1 ) - ( select t_inference_data.Inference_time from t_inference_data order by t_inference_data.Id desc limit 1 , 1 ) ;
吸收塔一中回流温度上一次因为上升而被作为根原因推断出来是什么时候？	select t_inference_data.Inference_time from t_inference_data where t_inference_data.Inference_root_cause_id = '3B1CHLH_TI412.PV' and t_inference_data.Inference_root_cause_status = 2 order by t_inference_data.Id desc limit 1 ;
统计R201入口温度作为最优根原因的状态是下降的次数。	select count ( * ) from t_inference_data where t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211TI_20102' and t_inference_data.Inference_root_cause_status = 1 ;
查询根原因状态为下降的推理数据，按推理时间从近到远展示6条。	select * from t_inference_data where t_inference_data.Inference_root_cause_status = 1 order by t_inference_data.Id desc limit 6 ;
按推理发生的时间的逆序显示9条在线推理的结果。	select * from t_inference_data order by t_inference_data.Id desc limit 9 ;
按时间正序展示在线推理表中今天的所有数据。	select * from t_inference_data where date ( t_inference_data.Inference_time ) = curdate ( ) order by t_inference_data.Id asc ;
查询最近的根原因位号倒数第2次出现的时间。	select t_inference_data.Inference_time from t_inference_data where t_inference_data.Inference_root_cause_id = ( select t_inference_data.Inference_root_cause_id from t_inference_data order by t_inference_data.Id desc limit 1 ) order by t_inference_data.Id desc limit 1 , 1 ;
最新的诊断结果最优路径在记录表中第1次出现是在什么时候？	select t_inference_data.Inference_time from t_inference_data where t_inference_data.Inference_path = ( select t_inference_data.Inference_path from t_inference_data order by t_inference_data.Id desc limit 1 ) order by t_inference_data.Id asc limit 1 ;
请告诉我推理表中最新记录的ID。	select t_inference_data.Id from t_inference_data order by t_inference_data.Id desc limit 1 ;
今天的所有推理数据对应实时数据的id分别都是多少？	select t_inference_data.Id from t_inference_data where date ( t_inference_data.Inference_time ) = curdate ( ) ;
统计所有根原因是再生器R202顶部一旋入口的路径在推理表中的出现次数。	select count ( * ) from t_inference_data where t_inference_data.Inference_root_cause_id = '3B1CHLH_TI222A.PV' ;
最近29分钟内发生的推理的根原因都位于哪个装置？	select t_rt_info.Unit_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > addtime ( now ( ) , ' - 0 : 29 ' ) ;
描述一下最后7条推理结果根原因变量是什么含义。	select t_rt_info.Tag_desc from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code order by t_inference_data.Id desc limit 7 ;
按单位将最近23天内的根原因推断结果最优根原因位点分类输出。	select t_inference_data.Inference_root_cause_id from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where date ( t_inference_data.Inference_time ) > adddate ( curdate ( ) , - 23 ) order by t_rt_info.Tag_unit ;
统计最近5条报警诊断当中，根原因是关键变量的记录数量。	select count ( * ) from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 order by t_inference_data.Id desc limit 5 ;
统计关键变量在最近24小时内作为根原因出现在在线诊断根原因中的次数。	select count ( * ) from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > addtime ( now ( ) , ' - 24 : 0 ' ) and t_rt_info.Key_tag = 1 ;
最近3天内哪些关键报警作为诊断出的根原因出现了4次以上？	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > adddate ( curdate ( ) , - 3 ) and t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code having count ( * ) > 4 ;
告诉我哪些关键报警在推理结果的根原因一栏中出现过。	select distinct t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 ;
告诉我非关键报警在推理结果的根原因一栏中出现了多少次。	select count ( * ) from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 0 ;
告诉我关键报警在推理结果的根原因一栏中出现了多少次。	select count ( * ) from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 ;
告诉我关键报警和非关键报警分别在推理结果的根原因一栏中出现了多少次。	select count ( * ) from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code group by t_rt_info.Key_tag ;
对于推理分数高于16的推断记录，按根原因是否为关键位号返回给我相应的数据。	select * from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_score > 16 group by t_rt_info.Key_tag ;
哪些关键报警作为根原因诊断出来时，所有的状态都是上升？	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code having sum ( t_inference_data.Inference_root_cause_status != 1 ) = 0 ;
哪些在推理表中出现过的关键报警作为根原因最后一次被诊断出来已经过去至少18天了？	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code having sum ( t_inference_data.Inference_time > adddate ( curdate ( ) , - 18 )  ) = 0 ;
调出每个关键位号在推理表中作为根原因出现到今天的时间差的最小值。	select min ( timediff ( curdate ( ) , date ( t_inference_data.Inference_time )  )  ) from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code ;
从今天11点起计算，哪个关键位号在推理表的最优根原因一栏中出现过最多次？	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > addtime ( curdate ( ) , ' 11 : 0 ' ) and t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code order by count ( * ) desc limit 1 ;
调出今天每个推理根原因状态为下降的根原因变量的低报警值和低低报警值。	select t_rt_info.Lower_limit , t_rt_info.LLower_limit from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where date ( t_inference_data.Inference_time ) = curdate ( ) and t_inference_data.Inference_root_cause_status = 1 ;
今天所有推理结果根原因状态是下降的根原因位点中，哪些没有低低报警值？	select distinct t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where date ( t_inference_data.Inference_time ) = curdate ( ) and t_inference_data.Inference_root_cause_status = 1 and t_rt_info.LLower_limit is null ;
最近一个推理结果根原因是报警变量的根原因和状态是什么？	select t_inference_data.Inference_root_cause_id , t_inference_data.Inference_root_cause_status from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 order by t_inference_data.Id desc limit 1 ;
告诉我所有根原因的单位是流量的推理分数。	select t_inference_data.Inference_score from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Tag_unit = 'flow' ;
哪个单位是流量的位号在最近22天内作为在线推理的根原因出现过？	select distinct t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where date ( t_inference_data.Inference_time ) > adddate ( curdate ( ) , - 22 ) and t_rt_info.Tag_unit = 'flow' ;
哪些所属于装置催化裂化装置1的变量在推理结果中作为根原因出现过？	select distinct t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Unit_code = '3B1CHLH' ;
告诉我根原因是装置重整装置2当中的变量的根原因诊断结果，按它们的单位分类输出。	select * from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Unit_code = '2B2LXCZ' order by t_rt_info.Tag_unit ;
查询上一个报警的根原因诊断结果位于哪个装置。	select t_rt_info.Unit_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code order by t_inference_data.Id desc limit 1 ;
筛选所有在推理表中作为根原因出现过，但缺失低限报警或高限报警的位号。	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Lower_limit is null or t_rt_info.Upper_limit is null ;
搜索最近1个推理结果是关键报警的推理记录的最优路径。	select t_inference_data.Inference_path from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 order by t_inference_data.Id desc limit 1 ;
告诉我最近21天内得分最高的6次推理，它们的最优根原因都代表什么意思。	select t_rt_info.Tag_desc from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > adddate ( curdate ( ) , - 21 ) order by t_inference_data.Inference_score desc limit 6 ;
最后一次完成对R204出口温度的推理是在几点？	select t_inference_data.Inference_time from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code = '2B2LXCZ_0211TI_20204' order by t_inference_data.Id desc limit 1 ;
最近5条在线推理中，展示是针对F204炉出口温度的报警的记录。	select * from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code = '2B2LXCZ_0211TIC_20107' and t_inference_data.Id > ( select max ( t_inference_data.Id ) from t_inference_data ) - 5 ;
展示最近5条是针对重整总进料量的报警的记录的在线推理最优分数。	select t_inference_data.Inference_score from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code = '2B2LXCZ_0211FICQ_20301' order by t_inference_data.Id desc limit 5 ;
查询最近7条根原因分析中，不是关于吸收塔二中回流流量的报警的记录。	select * from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code != '3B1CHLH_FI410.PV' and t_inference_data.Id > ( select max ( t_inference_data.Id ) from t_inference_data ) - 7 ;
展示最近100条根原因推断分析的报警来源。	select t_rt_data.Tag_code from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id order by t_inference_data.Id desc limit 100 ;
所有今天的推理数据中，有多少条是来自变量沉降器(R201)油气出口温度的？	select count ( * ) from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where date ( t_inference_data.Inference_time ) = curdate ( ) and t_rt_data.Tag_code = '3B1CHLH_TI210.PV' ;
过去2个小时内，进行了多少次关于外取热器下部温度的根原因分析？	select count ( * ) from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_inference_data.Inference_time > addtime ( now ( ) , ' - 2 : 0 ' ) and t_rt_data.Tag_code = '3B1CHLH_TI243.PV' ;
展示过去30小时内关于V322提升管压差的推理。	select * from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_inference_data.Inference_time > addtime ( now ( ) , ' - 30 : 0 ' ) and t_rt_data.Tag_code = '2B2LXCZ_0211PDI_30501' ;
告诉我最近的200条因果推理都是针对的哪些位号？	select t_rt_data.Tag_code from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id order by t_inference_data.Id desc limit 200 ;
因果推断表里诊断的变量有没有其实没有发生报警的？	select count ( * ) != 0 from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Alarm_status = 0 ;
最新的因果推断是对于哪个位号进行的？	select t_rt_data.Tag_code from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id order by t_inference_data.Id desc limit 1 ;
最近96小时内的推理的故障都来源于哪些变量？	select distinct t_rt_data.Tag_code from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_inference_data.Inference_time > addtime ( now ( ) , ' - 96 : 0 ' ) ;
请按出现的次数从多到少，列举9个最近10天内完成推理的位号。	select t_rt_data.Tag_code from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_inference_data.Inference_time > adddate ( curdate ( ) , - 10 ) group by t_rt_data.Tag_code order by count ( * ) desc limit 9 ;
上一次诊断变量分馏塔-301底油浆液相温度的报警是什么时候？	select t_inference_data.Inference_time from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code = '3B1CHLH_TI388.PV' order by t_inference_data.Id desc limit 1 ;
返回最近8个诊断V322提升管压差发生高报的推理结果。	select * from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code = '2B2LXCZ_0211PDI_30501' order by t_inference_data.Id desc limit 8 ;
T102进料量最近一次发生低报之后，推理得到的最优路径是什么？	select t_inference_data.Inference_path from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code = '2B2LXCZ_0211FIC_11101' and t_rt_data.Alarm_status = 1 ;
统计推理表中被推理的每个变量在最近14天内的出现次数。	select count ( * ) from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where date ( t_inference_data.Inference_time ) > adddate ( curdate ( ) , - 14 ) group by t_rt_data.Tag_code ;
上一次推理烟机入口温度得到最优根原因是V101液位是什么时候？	select t_inference_data.Inference_time from t_inference_data inner join t_rt_data on t_inference_data.Rt_code = t_rt_data.Id where t_rt_data.Tag_code = '3B1CHLH_TIA5102.PV' and t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211LIC_10102' ;
