请告诉我最近49分钟的所有实时数据。	select * from t_rt_data where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 49 ' ) ;
今天7点到10点之间有多少条因果推理的结果？	select count ( * ) from t_inference_data where t_inference_data.Inference_time between addtime ( curdate ( ) , ' 7 : 0 ' ) and addtime ( curdate ( ) , ' 10 : 0 ' ) ;
今天5点到12点之间有多少条因果推理的结果？	select count ( * ) from t_inference_data where t_inference_data.Inference_time between addtime ( curdate ( ) , ' 5 : 0 ' ) and addtime ( curdate ( ) , ' 12 : 0 ' ) ;
今天1点到9点之间有多少条因果推理的结果？	select count ( * ) from t_inference_data where t_inference_data.Inference_time between addtime ( curdate ( ) , ' 1 : 0 ' ) and addtime ( curdate ( ) , ' 9 : 0 ' ) ;
统计前108小时内因果推断的完成的结果数。	select count ( * ) from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 108 : 0 ' ) ;
统计前1小时内因果推断的完成的结果数。	select count ( * ) from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 1 : 0 ' ) ;
过去50分钟内有多少条新增的推理？	select count ( * ) from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 0 : 50 ' ) ;
过去5分钟内有多少条新增的推理？	select count ( * ) from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 0 : 5 ' ) ;
从昨天下午3点到现在有多少次根原因的判断？	select count ( * ) from t_inference_data where t_inference_data.Inference_time > addtime ( adddate ( curdate ( ) , - 1 ) , ' 3 : 0 ' ) ;
从昨天下午3点到现在有多少次根原因的判断？	select count ( * ) from t_inference_data where t_inference_data.Inference_time > addtime ( adddate ( curdate ( ) , - 1 ) , ' 3 : 0 ' ) ;
最近1条根原因的判断是什么时候发生的？	select t_inference_data.Inference_time from t_inference_data order by t_inference_data.Id desc limit 1 ;
数据表中最新的6条根原因推断分别发生在什么时间？	select t_inference_data.Inference_time from t_inference_data order by t_inference_data.Id desc limit 6 ;
数据表中最新的1条根原因推断分别发生在什么时间？	select t_inference_data.Inference_time from t_inference_data order by t_inference_data.Id desc limit 1 ;
有没有推理时间完全相同的两次根原因推断？	select * from t_inference_data group by t_inference_data.Inference_time having count ( * ) > 1 ;
展示发生在昨天早上4点到5点之间的根原因推断记录。	select count ( * ) from t_inference_data where t_inference_data.Inference_time between addtime ( adddate ( curdate ( ) , - 1 ) , ' 4 : 0 ' ) and addtime ( adddate ( curdate ( ) , - 1 ) , ' 5 : 0 ' ) ;
展示发生在昨天早上8点到11点之间的根原因推断记录。	select count ( * ) from t_inference_data where t_inference_data.Inference_time between addtime ( adddate ( curdate ( ) , - 1 ) , ' 8 : 0 ' ) and addtime ( adddate ( curdate ( ) , - 1 ) , ' 11 : 0 ' ) ;
展示发生在昨天早上2点到9点之间的根原因推断记录。	select count ( * ) from t_inference_data where t_inference_data.Inference_time between addtime ( adddate ( curdate ( ) , - 1 ) , ' 2 : 0 ' ) and addtime ( adddate ( curdate ( ) , - 1 ) , ' 9 : 0 ' ) ;
展示发生在昨天早上7点到8点之间的根原因推断记录。	select count ( * ) from t_inference_data where t_inference_data.Inference_time between addtime ( adddate ( curdate ( ) , - 1 ) , ' 7 : 0 ' ) and addtime ( adddate ( curdate ( ) , - 1 ) , ' 8 : 0 ' ) ;
我想知道最近25分钟内所有在线推理结果的最优路径。	select t_inference_data.Inference_path from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 0 : 25 ' ) ;
我想知道最近42分钟内所有在线推理结果的最优路径。	select t_inference_data.Inference_path from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 0 : 42 ' ) ;
按推理得到的最优路径分数从高到低的顺序给最近9条推理结果排序。	select * from t_inference_data where t_inference_data.Id > ( select max ( t_inference_data.Id ) from t_inference_data ) - 9 order by t_inference_data.Inference_score desc ;
按推理得到的最优路径分数从高到低的顺序给最近5条推理结果排序。	select * from t_inference_data where t_inference_data.Id > ( select max ( t_inference_data.Id ) from t_inference_data ) - 5 order by t_inference_data.Inference_score desc ;
返回最近108小时内推理表中分数最高的记录。	select * from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 108 : 0 ' ) order by t_inference_data.Inference_score desc limit 1 ;
返回最近36小时内推理表中分数最高的记录。	select * from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 36 : 0 ' ) order by t_inference_data.Inference_score desc limit 1 ;
统计今天推理得到的最优路径分数不到20的记录个数。	select * from t_inference_data where date ( t_inference_data.Inference_time ) = curdate ( ) and t_inference_data.Inference_score < 20 ;
统计今天推理得到的最优路径分数不到15的记录个数。	select * from t_inference_data where date ( t_inference_data.Inference_time ) = curdate ( ) and t_inference_data.Inference_score < 15 ;
计算昨天全天推理机给出的最优路径分数的均值。	select avg ( t_inference_data.Inference_score ) from t_inference_data where date ( t_inference_data.Inference_time ) = adddate ( curdate ( ) , - 1 ) ;
展示所有昨天全天推理机给出的最优路径分数。	select t_inference_data.Inference_score from t_inference_data where date ( t_inference_data.Inference_time ) = adddate ( curdate ( ) , - 1 ) ;
统计12小时内，来自于数据报警推断的最优路径分数的最大值和最小值。	select max ( t_inference_data.Inference_score ) , min ( t_inference_data.Inference_score ) from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 12 : 0 ' ) ;
统计11小时内，来自于数据报警推断的最优路径分数的最大值和最小值。	select max ( t_inference_data.Inference_score ) , min ( t_inference_data.Inference_score ) from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 11 : 0 ' ) ;
告诉我最近2条根原因推断数据的最优路径。	select t_inference_data.Inference_path from t_inference_data order by t_inference_data.Id desc limit 2 ;
告诉我最近8条根原因推断数据的最优路径。	select t_inference_data.Inference_path from t_inference_data order by t_inference_data.Id desc limit 8 ;
推理表中最近20天内有多少条不同的最优路径，总共又有多少条路径？	select count ( distinct t_inference_data.Inference_path ) , count ( t_inference_data.Inference_path ) from t_inference_data where t_inference_data.Inference_time > adddate ( curdate ( ) , - 20 ) ;
推理表中最近8天内有多少条不同的最优路径，总共又有多少条路径？	select count ( distinct t_inference_data.Inference_path ) , count ( t_inference_data.Inference_path ) from t_inference_data where t_inference_data.Inference_time > adddate ( curdate ( ) , - 8 ) ;
展示最近2条数据推断结果的根原因。	select t_inference_data.Inference_root_cause_id from t_inference_data order by t_inference_data.Id desc limit 2 ;
展示最近1条数据推断结果的根原因。	select t_inference_data.Inference_root_cause_id from t_inference_data order by t_inference_data.Id desc limit 1 ;
最近的一次根原因推断的最优根原因位点是哪个？	select t_inference_data.Inference_root_cause_id from t_inference_data order by t_inference_data.Id desc limit 1 ;
在线推理表当中总共出现过多少个不同的最佳根原因？	select distinct t_inference_data.Inference_root_cause_id from t_inference_data ;
调取所有推理结果根原因是T101液位的路径分数。	select t_inference_data.Inference_score from t_inference_data where t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211LIC_10901' ;
调取所有推理结果根原因是R-201A第一反应区上部温控的路径分数。	select t_inference_data.Inference_score from t_inference_data where t_inference_data.Inference_root_cause_id = '3B1CHLH_TIC232C.PV' ;
查询今天路径分数最高的根原因诊断记录。	select * from t_inference_data where date ( t_inference_data.Inference_time ) = curdate ( ) order by t_inference_data.Inference_score desc limit 1 ;
统计V304二次风流量这个位号作为诊断出的根原因在过去12小时内分别对应哪条推理路径。	select t_inference_data.Inference_path from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 12 : 0 ' ) and t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211FIC_30802' ;
统计V206至T202流量这个位号作为诊断出的根原因在过去6小时内分别对应哪条推理路径。	select t_inference_data.Inference_path from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 6 : 0 ' ) and t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211FIC_21601' ;
统计F204炉出口温度这个位号作为诊断出的根原因在过去36小时内分别对应哪条推理路径。	select t_inference_data.Inference_path from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 36 : 0 ' ) and t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211TIC_20107' ;
统计T102液位这个位号作为诊断出的根原因在过去6小时内分别对应哪条推理路径。	select t_inference_data.Inference_path from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 6 : 0 ' ) and t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211LIC_11101' ;
计算根原因是位号E201进料端压差的推断结果的路径分数的平均值。	select avg ( t_inference_data.Inference_score ) from t_inference_data where t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211PDI_20303' ;
计算根原因是位号V103顶压的推断结果的路径分数的平均值。	select avg ( t_inference_data.Inference_score ) from t_inference_data where t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211PIC_10502' ;
过去18小时内，诊断出根原因是T201顶温度的推理最早发生在几点？	select t_inference_data.Inference_time from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 18 : 0 ' ) and t_inference_data.Inference_root_cause_id = '3B2CHLH_0202B_TC201.PV' order by t_inference_data.Id asc limit 1 ;
过去18小时内，诊断出根原因是吸收塔二中回流流量的推理最早发生在几点？	select t_inference_data.Inference_time from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 18 : 0 ' ) and t_inference_data.Inference_root_cause_id = '3B1CHLH_FI410.PV' order by t_inference_data.Id asc limit 1 ;
过去7小时内，诊断出根原因是吸收塔二中回流流量的推理最早发生在几点？	select t_inference_data.Inference_time from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 7 : 0 ' ) and t_inference_data.Inference_root_cause_id = '3B1CHLH_FI410.PV' order by t_inference_data.Id asc limit 1 ;
过去60小时内，诊断出根原因是分离料斗液位指示的推理最早发生在几点？	select t_inference_data.Inference_time from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 60 : 0 ' ) and t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211LI_30502' order by t_inference_data.Id asc limit 1 ;
过去60小时内，诊断出根原因是E101D壳程入口温度的推理的最晚时间是什么时候？	select t_inference_data.Inference_time from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 60 : 0 ' ) and t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211TI_10405' order by t_inference_data.Id desc limit 1 ;
过去120小时内，诊断出根原因是E102管程出口温度的推理的最晚时间是什么时候？	select t_inference_data.Inference_time from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 120 : 0 ' ) and t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211TI_10802' order by t_inference_data.Id desc limit 1 ;
过去4小时内，诊断出根原因是T101液位的推理的最晚时间是什么时候？	select t_inference_data.Inference_time from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 4 : 0 ' ) and t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211LIC_10901' order by t_inference_data.Id desc limit 1 ;
过去7小时内，诊断出根原因是提升管反应器(R-201A)顶的推理的最晚时间是什么时候？	select t_inference_data.Inference_time from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 7 : 0 ' ) and t_inference_data.Inference_root_cause_id = '3B1CHLH_PI210.PV' order by t_inference_data.Id desc limit 1 ;
将过去7小时内根原因是再生上部注氧流量的推理结果按最优路径分数降序排列。	select * from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 7 : 0 ' ) and t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211FIC_30601' order by t_inference_data.Inference_score desc ;
将过去24小时内根原因是F205炉出口总温度的推理结果按最优路径分数降序排列。	select * from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 24 : 0 ' ) and t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211TIC_21512' order by t_inference_data.Inference_score desc ;
将过去1小时内根原因是塔202顶压力限压调节(南）的推理结果按最优路径分数降序排列。	select * from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 1 : 0 ' ) and t_inference_data.Inference_root_cause_id = '3B1CHLH_PIC220A.PV' order by t_inference_data.Inference_score desc ;
将过去7小时内根原因是H301入口温度的推理结果按最优路径分数降序排列。	select * from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 7 : 0 ' ) and t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211TI_30616' order by t_inference_data.Inference_score desc ;
总共在线推理表里有多少条根原因位点是V322提升管压差的不同最优路径？	select count ( distinct t_inference_data.Inference_path ) from t_inference_data where t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211PDI_30501' ;
总共在线推理表里有多少条根原因位点是T304顶出口气温度指示的不同最优路径？	select count ( distinct t_inference_data.Inference_path ) from t_inference_data where t_inference_data.Inference_root_cause_id = '3B2CHLH_0202B_TI319.PV' ;
上一次V206至T202流量作为最优根原因是什么时候？	select t_inference_data.Inference_time from t_inference_data where t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211FIC_21601' order by t_inference_data.Id desc limit 1 ;
上一次E201入口温度作为最优根原因是什么时候？	select t_inference_data.Inference_time from t_inference_data where t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211TI_20304' order by t_inference_data.Id desc limit 1 ;
除了今天以外，H301入口流量作为最优根原因最后一次出现是什么时候？	select t_inference_data.Inference_time from t_inference_data where t_inference_data.Inference_time < curdate ( ) and t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211FI_30604' order by t_inference_data.Id desc limit 1 ;
除了今天以外，T201顶温度作为最优根原因最后一次出现是什么时候？	select t_inference_data.Inference_time from t_inference_data where t_inference_data.Inference_time < curdate ( ) and t_inference_data.Inference_root_cause_id = '3B2CHLH_0202B_TC201.PV' order by t_inference_data.Id desc limit 1 ;
查询F103炉出口总温度作为根原因的最近200条记录的推断时间。	select t_inference_data.Inference_time from t_inference_data where t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211TIC_11107' order by t_inference_data.Id desc limit 200 ;
查询E201进料端压差作为根原因的最近1条记录的推断时间。	select t_inference_data.Inference_time from t_inference_data where t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211PDI_20303' order by t_inference_data.Id desc limit 1 ;
查询F205炉出口总温度作为根原因的最近9条记录的推断时间。	select t_inference_data.Inference_time from t_inference_data where t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211TIC_21512' order by t_inference_data.Id desc limit 9 ;
查询C201机组出口压力作为根原因的最近100条记录的推断时间。	select t_inference_data.Inference_time from t_inference_data where t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211PI_20602' order by t_inference_data.Id desc limit 100 ;
统计在线推理表中，从19天前至今所有不同的根原因位点出现的次数。	select count ( * ) from t_inference_data where t_inference_data.Inference_time > adddate ( curdate ( ) , - 19 ) group by t_inference_data.Inference_root_cause_id ;
统计在线推理表中，从30天前至今所有不同的根原因位点出现的次数。	select count ( * ) from t_inference_data where t_inference_data.Inference_time > adddate ( curdate ( ) , - 30 ) group by t_inference_data.Inference_root_cause_id ;
在线推理表中，最近28天里总共有多少条不同的推理结果最优路径？	select count ( distinct t_inference_data.Inference_path ) from t_inference_data where t_inference_data.Inference_time > adddate ( curdate ( ) , - 28 ) ;
在线推理表中，最近29天里总共有多少条不同的推理结果最优路径？	select count ( distinct t_inference_data.Inference_path ) from t_inference_data where t_inference_data.Inference_time > adddate ( curdate ( ) , - 29 ) ;
按最近6小时内出现次数从多到少的顺序展示100条在线推理的最优路径。	select t_inference_data.Inference_path from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 6 : 0 ' ) group by t_inference_data.Inference_path order by count ( * ) desc limit 100 ;
按最近8小时内出现次数从多到少的顺序展示3条在线推理的最优路径。	select t_inference_data.Inference_path from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 8 : 0 ' ) group by t_inference_data.Inference_path order by count ( * ) desc limit 3 ;
按最近5小时内出现次数从多到少的顺序展示4条在线推理的最优路径。	select t_inference_data.Inference_path from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 5 : 0 ' ) group by t_inference_data.Inference_path order by count ( * ) desc limit 4 ;
按最近9小时内出现次数从多到少的顺序展示8条在线推理的最优路径。	select t_inference_data.Inference_path from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 9 : 0 ' ) group by t_inference_data.Inference_path order by count ( * ) desc limit 8 ;
将最近6小时内的所有推理结果按分数排序。	select * from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 6 : 0 ' ) order by t_inference_data.Inference_score ;
将最近7小时内的所有推理结果按分数排序。	select * from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 7 : 0 ' ) order by t_inference_data.Inference_score ;
T101液位作为根原因出现时，有多少次是因为它的状态上升了？	select count ( * ) from t_inference_data where t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211LIC_10901' group by t_inference_data.Inference_root_cause_status having t_inference_data.Inference_root_cause_status = 2 ;
烟机入口温度作为根原因出现时，有多少次是因为它的状态上升了？	select count ( * ) from t_inference_data where t_inference_data.Inference_root_cause_id = '3B1CHLH_TIA5102.PV' group by t_inference_data.Inference_root_cause_status having t_inference_data.Inference_root_cause_status = 2 ;
分离料斗液位指示作为根原因出现时，有多少次是因为它的值下降了？	select count ( * ) from t_inference_data where t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211LI_30502' group by t_inference_data.Inference_root_cause_status having t_inference_data.Inference_root_cause_status = 1 ;
H304入口流量作为根原因出现时，有多少次是因为它的值下降了？	select count ( * ) from t_inference_data where t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211FIC_30704' group by t_inference_data.Inference_root_cause_status having t_inference_data.Inference_root_cause_status = 1 ;
告诉我与上一条推理结果的根原因和根原因状态完全相同的推理结果在表中总共有多少。	select count ( * ) from t_inference_data where t_inference_data.Inference_root_cause_id = ( select t_inference_data.Inference_root_cause_id from t_inference_data order by t_inference_data.Id desc limit 1 ) and t_inference_data.Inference_root_cause_status = ( select t_inference_data.Inference_root_cause_status from t_inference_data order by t_inference_data.Id desc limit 1 ) 
最近72小时中，推理表中有多少条是因为根原因变量上升导致的？	select count ( * ) from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 72 : 0 ' ) and t_inference_data.Inference_root_cause_status = 2 ;
最近108小时中，推理表中有多少条是因为根原因变量上升导致的？	select count ( * ) from t_inference_data where t_inference_data.Inference_time > addtime ( now ( ) , ' - 108 : 0 ' ) and t_inference_data.Inference_root_cause_status = 2 ;
统计在线推理表中每个出现过的根原因各自上升的次数。	select count ( * ) from t_inference_data where t_inference_data.Inference_root_cause_status = 2 group by t_inference_data.Inference_root_cause_id ;
查询最近两次推理的间隔时间。	select ( select t_inference_data.Inference_time from t_inference_data order by t_inference_data.Id desc limit 1 ) - ( select t_inference_data.Inference_time from t_inference_data order by t_inference_data.Id desc limit 1 , 1 ) ;
吸收塔一中回流温度上一次因为上升而被作为根原因推断出来是什么时候？	select t_inference_data.Inference_time from t_inference_data where t_inference_data.Inference_root_cause_id = '3B1CHLH_TI412.PV' and t_inference_data.Inference_root_cause_status = 2 order by t_inference_data.Id desc limit 1 ;
两器压差上一次因为上升而被作为根原因推断出来是什么时候？	select t_inference_data.Inference_time from t_inference_data where t_inference_data.Inference_root_cause_id = '3B1CHLH_PDT211A.PV' and t_inference_data.Inference_root_cause_status = 2 order by t_inference_data.Id desc limit 1 ;
统计R201入口温度作为最优根原因的状态是下降的次数。	select count ( * ) from t_inference_data where t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211TI_20102' and t_inference_data.Inference_root_cause_status = 1 ;
统计R201出口温度作为最优根原因的状态是下降的次数。	select count ( * ) from t_inference_data where t_inference_data.Inference_root_cause_id = '2B2LXCZ_0211TI_20201' and t_inference_data.Inference_root_cause_status = 1 ;
查询根原因状态为下降的推理数据，按推理时间从近到远展示6条。	select * from t_inference_data where t_inference_data.Inference_root_cause_status = 1 order by t_inference_data.Id desc limit 6 ;
查询根原因状态为下降的推理数据，按推理时间从近到远展示9条。	select * from t_inference_data where t_inference_data.Inference_root_cause_status = 1 order by t_inference_data.Id desc limit 9 ;
按推理发生的时间的逆序显示9条在线推理的结果。	select * from t_inference_data order by t_inference_data.Id desc limit 9 ;
按推理发生的时间的逆序显示7条在线推理的结果。	select * from t_inference_data order by t_inference_data.Id desc limit 7 ;
按时间正序展示在线推理表中今天的所有数据。	select * from t_inference_data where date ( t_inference_data.Inference_time ) = curdate ( ) order by t_inference_data.Id asc ;
查询最近的根原因位号倒数第2次出现的时间。	select t_inference_data.Inference_time from t_inference_data where t_inference_data.Inference_root_cause_id = ( select t_inference_data.Inference_root_cause_id from t_inference_data order by t_inference_data.Id desc limit 1 ) order by t_inference_data.Id desc limit 1 , 1 ;
最新的诊断结果最优路径在记录表中第1次出现是在什么时候？	select t_inference_data.Inference_time from t_inference_data where t_inference_data.Inference_path = ( select t_inference_data.Inference_path from t_inference_data order by t_inference_data.Id desc limit 1 ) order by t_inference_data.Id asc limit 1 ;
请告诉我推理表中最新记录的ID。	select t_inference_data.Id from t_inference_data order by t_inference_data.Id desc limit 1 ;
今天的所有推理数据对应实时数据的id分别都是多少？	select t_inference_data.Id from t_inference_data where date ( t_inference_data.Inference_time ) = curdate ( ) ;
统计所有根原因是再生器R202顶部一旋入口的路径在推理表中的出现次数。	select count ( * ) from t_inference_data where t_inference_data.Inference_root_cause_id = '3B1CHLH_TI222A.PV' ;
统计所有根原因是反应油气至分馏塔温度的路径在推理表中的出现次数。	select count ( * ) from t_inference_data where t_inference_data.Inference_root_cause_id = '3B1CHLH_TI371.PV' ;
最近29分钟内发生的推理的根原因都位于哪个装置？	select t_rt_info.Unit_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > addtime ( now ( ) , ' - 0 : 29 ' ) ;
最近21分钟内发生的推理的根原因都位于哪个装置？	select t_rt_info.Unit_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > addtime ( now ( ) , ' - 0 : 21 ' ) ;
描述一下最后7条推理结果根原因变量是什么含义。	select t_rt_info.Tag_desc from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code order by t_inference_data.Id desc limit 7 ;
描述一下最后7条推理结果根原因变量是什么含义。	select t_rt_info.Tag_desc from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code order by t_inference_data.Id desc limit 7 ;
按单位将最近23天内的根原因推断结果最优根原因位点分类输出。	select t_inference_data.Inference_root_cause_id from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where date ( t_inference_data.Inference_time ) > adddate ( curdate ( ) , - 23 ) order by t_rt_info.Tag_unit ;
按单位将最近18天内的根原因推断结果最优根原因位点分类输出。	select t_inference_data.Inference_root_cause_id from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where date ( t_inference_data.Inference_time ) > adddate ( curdate ( ) , - 18 ) order by t_rt_info.Tag_unit ;
统计最近5条报警诊断当中，根原因是关键变量的记录数量。	select count ( * ) from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 order by t_inference_data.Id desc limit 5 ;
统计最近100条报警诊断当中，根原因是关键变量的记录数量。	select count ( * ) from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 order by t_inference_data.Id desc limit 100 ;
统计关键变量在最近24小时内作为根原因出现在在线诊断根原因中的次数。	select count ( * ) from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > addtime ( now ( ) , ' - 24 : 0 ' ) and t_rt_info.Key_tag = 1 ;
统计关键变量在最近7小时内作为根原因出现在在线诊断根原因中的次数。	select count ( * ) from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > addtime ( now ( ) , ' - 7 : 0 ' ) and t_rt_info.Key_tag = 1 ;
最近3天内哪些关键报警作为诊断出的根原因出现了4次以上？	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > adddate ( curdate ( ) , - 3 ) and t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code having count ( * ) > 4 ;
最近18天内哪些关键报警作为诊断出的根原因出现了13次以上？	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > adddate ( curdate ( ) , - 18 ) and t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code having count ( * ) > 13 ;
最近4天内哪些关键报警作为诊断出的根原因出现了17次以上？	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > adddate ( curdate ( ) , - 4 ) and t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code having count ( * ) > 17 ;
最近22天内哪些关键报警作为诊断出的根原因出现了15次以上？	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_time > adddate ( curdate ( ) , - 22 ) and t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code having count ( * ) > 15 ;
告诉我哪些关键报警在推理结果的根原因一栏中出现过。	select distinct t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 ;
告诉我非关键报警在推理结果的根原因一栏中出现了多少次。	select count ( * ) from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 0 ;
告诉我关键报警在推理结果的根原因一栏中出现了多少次。	select count ( * ) from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 ;
告诉我关键报警和非关键报警分别在推理结果的根原因一栏中出现了多少次。	select count ( * ) from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code group by t_rt_info.Key_tag ;
对于推理分数高于16的推断记录，按根原因是否为关键位号返回给我相应的数据。	select * from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_score > 16 group by t_rt_info.Key_tag ;
对于推理分数高于3的推断记录，按根原因是否为关键位号返回给我相应的数据。	select * from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_inference_data.Inference_score > 3 group by t_rt_info.Key_tag ;
哪些关键报警作为根原因诊断出来时，所有的状态都是上升？	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code having sum ( t_inference_data.Inference_root_cause_status != 1 ) = 0 ;
哪些在推理表中出现过的关键报警作为根原因最后一次被诊断出来已经过去至少18天了？	select t_rt_info.Tag_code from t_inference_data inner join t_rt_info on t_inference_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 group by t_rt_info.Tag_code having sum ( t_inference_data.Inference_time > adddate ( curdate ( ) , - 18 )  ) = 0 ;
